"","Depthm","T_degC","Salnty"
"465559",150,10.02,33.69
"781640",75,15.39,33.167
"626400",300,6.93,34.064
"820080",171,8.76,33.923
"48430",150,7.46,33.975
"646307",382,7.09,34.269
"468720",213,11.78,34.65
"42254",511,6.73,34.29
"384324",500,6.03,34.309
"577359",21,15.61,33.609
"677262",250,8.05,33.904
"644992",292,7.13,34.01
"171765",52,15.56,34.23
"126673",100,8.84,33.86
"366515",288,7.89,34.011
"232083",195,9.83,34.18
"398724",215,8.55,33.992
"303720",140,12.2,34.3
"747361",120,9.32,34.076
"192167",401,8.5,34.54
"649332",167,9.3,33.982
"277947",70,11.16,33.42
"606873",450,5.19,34.081
"738380",30,14.31,33.509
"297618",345,6.94,34.12
"186127",41,11.96,33.36
"389560",50,10.39,33.705
"319576",75,15.69,33.677
"465811",600,6.02,34.4
"488048",30,13.96,33.65
"398194",400,6.3,34.183
"373231",76,18.08,34.2
"668543",16,16.13,33.25
"756689",250,8.8,34.27
"704491",125,8.85,33.935
"188003",200,10.04,34.23
"568513",250,8.8,34.197
"846620",36,14.706,33.3207
"668048",203,8.53,33.995
"400331",400,8.01,34.393
"655896",75,12.46,33.079
"12789",200,10.47,33.636
"123262",75,10.25,33.967
"610109",0,13.34,32.579
"672498",521,5.69,34.216
"137369",75,8.76,33.15
"859195",100,9.74,33.6055
"506501",0,14.66,33.47
"562419",400,6.1,34.088
"504651",150,11.07,33.61
"205587",300,7.79,34.266
"545343",1,13.54,33.426
"690374",6,18.11,33.391
"848606",3,15.034,32.8606
"786108",250,9,34.173
"493438",150,8.23,34.043
"581237",100,12.16,33.697
"11604",20,12.93,32.554
"644881",409,6.28,34.146
"634519",30,12.98,33.475
"757243",40,16.5,32.898
"518931",300,9.46,34.461
"44856",99,9.98,32.86
"154617",10,15.55,33.344
"358486",10,17.88,34.324
"62167",50,10.14,33.44
"394594",125,14.34,33.888
"225292",150,9.84,33.57
"519872",222,7.84,34.007
"267502",2,17.44,33.55
"27201",150,9.43,33.314
"411644",300,7.28,34.09
"691600",15,15.16,33.43
"191893",600,6.08,34.469
"319112",507,5.92,34.29
"661390",18,13.78,33.049
"693836",85,15.8,33.429
"436862",30,17.36,33.13
"531412",95,13.28,33.068
"504152",0,18.13,33.78
"676130",75,12.1,33.339
"257289",497,5.79,34.18
"485547",500,5.93,34.22
"261857",0,27.06,34.78
"171511",250,7.41,34.053
"50334",50,12.15,33.864
"262649",60,11.09,33.24
"686088",227,8.73,33.846
"61228",153,8.93,33.86
"636039",543,6.31,34.253
"829141",440,6.26,34.231
"472841",1000,4.47,34.55
"133",71,9.29,32.74
"251291",20,15.98,33.58
"345990",100,12.34,33.456
"835449",150,8.883,33.9538
"779551",29,13.78,33.158
"572370",12,16.21,33.602
"120343",50,14.65,33.422
"483564",40,15.53,33.5
"813076",201,8.97,33.835
"48393",50,9.81,33.349
"266322",909,3.98,34.4
"366276",194,8.51,34.046
"471311",400,7.12,34.17
"509130",100,10.6,33.75
"726867",50,16.56,33.49
"663406",31,15.11,33.14
"704576",30,16.96,33.552
"343052",125,13.4,34.418
"614695",75,8.92,33.565
"710625",118,10.59,33.829
"541002",10,16.52,33.484
"534586",93,11.87,33.511
"791314",75,10.82,33.782
"643926",63,11.97,33.53
"263954",12,20.41,33.64
"638994",20,18.29,33.366
"640009",147,8.66,34.025
"99220",14,15.77,33.22
"243976",53,13.08,33.22
"501939",20,13.78,33.74
"178600",395,7.11,34.29
"731353",71,10.73,33.739
"47592",10,16.39,33.06
"117668",30,14.36,33.31
"176091",458,5.97,34.17
"384650",100,13.64,33.472
"820211",100,9.2,33.837
"851046",5,14.604,33.4075
"850204",0,17.14,33.4215
"698378",75,11.05,33.668
"203908",1300,3.39,34.625
"489150",600,5.08,34.287
"214716",200,12.96,35.057
"803985",271,7.82,34.095
"850658",250,7.692,34.0626
"438263",10,16.8,33.413
"759645",150,9.92,33.29
"232265",100,10.96,33.737
"507091",75,10.56,33.64
"584629",11,16.72,33.41
"546107",20,15.52,33.419
"51919",796,3.98,34.29
"382668",400,7.34,34.27
"641658",203,9.85,34.202
"458338",578,6.3,34.454
"720579",2,16.51,33.539
"116694",75,11.75,33.665
"606864",225,7.24,33.996
"173923",800,4.23,34.394
"414321",409,6.93,34.264
"348304",497,5.76,34.036
"521740",125,11.36,33.684
"224174",400,8.63,34.623
"349613",250,8.26,34.02
"519083",77,16.25,33.677
"441104",1800,2.27,34.598
"597328",402,6.48,34.208
"846106",100,10.227,33.3771
"630338",200,8.43,34.13
"336529",109,12.9,33.991
"11830",0,14.36,32.03
"48853",381,6.37,34.16
"378126",100,8.53,33.82
"192405",78,11.74,33.68
"247872",58,11.83,33.6
"599769",300,7.45,34.018
"375571",500,6.28,34.337
"593819",0,15.78,33.482
"682408",400,6.94,34.202
"777577",125,10.15,33.547
"329099",30,18.75,33.599
"350729",28,15.86,33.574
"401127",250,7.96,34.047
"863772",50,14.406,33.0582
"135188",892,4.43,34.45
"350349",1600,2.68,34.594
"390411",50,16.4,33.654
"678555",0,15.21,33.31
"528652",109,11.37,33.335
"275648",62,12.62,33.58
"200325",600,4.55,34.181
"209907",0,16,33.62
"108615",0,15.2,33.46
"328451",150,8.77,33.953
"837984",442,6.416,34.2709
"159481",75,9.28,33.802
"497617",700,4.76,34.39
"738166",39,11.99,33.581
"140016",200,7.99,34.008
"25201",1200,3.3,34.46
"272505",100,16.09,34.497
"580177",280,7.56,34.043
"800369",300,9.1,34.328
"145395",96,13.1,34.27
"182758",900,4.64,34.445
"576794",125,8.93,33.937
"212827",20,12.56,33.49
"257643",300,7.67,34.071
"451604",150,12.79,34.71
"483207",100,10.3,33.66
"545228",80,9.26,33.83
"162248",500,7.09,34.394
"469296",11,23.44,34.49
"798044",41,13.26,33.513
"587053",72,12.01,33.543
"293829",125,11.51,33.55
"818813",10,14.2,33.164
"562472",22,13.1,33.243
"217996",100,10.39,33.574
"499065",1000,3.99,34.49
"316454",500,5.56,34.274
"238886",31,28.56,35.43
"153675",233,7.94,34.36
"272585",50,22.74,34.661
"485017",1,14.91,33.543
"518523",50,18.4,33.882
"625884",250,7.73,34.091
"538808",50,13.04,33.318
"155755",52,11.94,34.22
"616391",398,6.35,34.101
"71075",697,4.91,34.33
"212967",250,7.34,34.046
"559461",97,10.79,33.206
"838923",75,10.221,33.7391
"454579",10,13.88,33.46
"212132",9,15.62,33.9
"188283",15,14.55,33.47
"23133",900,4.22,34.492
"827870",22,10.52,33.786
"54661",777,4.32,34.31
"266183",860,4.15,34.44
"427819",10,19.45,33.61
"102826",788,4.56,34.44
"170058",1000,4.05,34.503
"134800",309,8.42,34.34
"411655",125,9.93,33.53
"571362",27,13.18,32.711
"731145",40,13.66,33.525
"243672",427,6.68,34.26
"333559",1544,4.18,34.466
"644862",60,12.5,33.405
"716903",30,19.22,33.598
"159413",300,7.21,34.213
"291807",1,23.94,34.03
"21161",190,7.9,33.96
"5611",555,5.31,34.29
"762006",200,8.5,34.019
"347649",200,8.7,33.966
"576934",333,6.46,34.08
"691682",200,8.56,34.12
"338210",50,17.8,33.788
"302950",769,5.29,34.5
"48792",500,5.9,34.25
"263868",272,7.76,34.16
"546606",50,15.9,33.475
"259376",71,18.44,33.57
"764478",55,16.28,32.818
"470290",75,13.2,33.19
"300231",76,10.3,33.73
"42412",75,14.33,33.394
"309420",246,8.3,33.99
"466594",700,5.63,34.46
"830358",0,20.12,33.576
"481011",20,13.28,33.42
"447769",1000,4.13,34.48
"435106",0,20.79,33.72
"130012",100,9.43,33.382
"711652",200,9.14,33.874
"777499",512,5.64,34.264
"497860",129,10.07,33.706
"618103",10,17.1,33.416
"512470",50,10.91,33.67
"294125",68,14.58,33.46
"578321",270,6.95,34.026
"507997",100,10.44,33.65
"282494",468,5.84,34.2
"799730",140,8.9,33.901
"714982",30,17.96,33.419
"524540",200,8.97,33.787
"314917",125,12.9,34.743
"780467",70,9.84,33.855
"797213",4,20.36,33.542
"40904",75,9.5,32.67
"455616",75,9.99,33.64
"207634",100,9.4,33.774
"25342",700,4.51,34.291
"13017",24,20.52,34.22
"474683",50,19.15,34.48
"13066",800,4.93,34.422
"131805",400,7.87,34.418
"334480",200,8.46,33.747
"3620",8,12.52,33.03
"130428",78,11.57,33.12
"715735",300,7.66,34.008
"322326",134,9.1,33.85
"415390",250,8.04,34.1
"6896",575,4.42,34.07
"397410",216,7.8,34.086
"386625",600,4.85,34.25
"388520",150,10.18,33.96
"438482",40,18.02,33.653
"45860",20,14.35,33.629
"554188",350,6.92,34.117
"864028",120,9.586,33.66
"517302",131,11.02,33.125
"576421",250,8.84,33.939
"335867",50,14.41,33.578
"396909",39,16.52,33.276
"120404",300,6.84,34.14
"498341",10,13.75,33.218
"760013",268,8.85,34.196
"457591",2286,1.87,34.636
"64059",30,19.2,33.628
"582157",61,12.28,33.576
"516923",30,16.1,33.451
"798919",228,7.93,34.001
"642879",500,5.64,34.25
"31454",900,4.27,34.418
"559871",125,9.66,33.565
"580171",150,10.24,33.717
"803658",75,14.31,33.314
"740822",379,6.52,34.148
"476299",238,12.43,34.95
"291879",87,14.5,34.26
"781765",30,13.02,33.457
"811029",140,9.44,33.934
"692079",229,8.11,33.894
"155038",193,8.9,34.09
"320891",0,12.45,33.67
"583252",31,11.61,33.514
"693627",20,15.47,33.424
"609804",448,6.41,34.264
"604920",20,13.62,33.194
"574444",100,10.2,33.756
"377685",150,8.7,34.153
"339917",451,4.68,34.17
"471999",200,9.82,33.81
"229717",30,15.95,33.58
"324961",503,6.43,34.337
"45221",427,5.86,34.09
"595422",69,11.54,33.55
"261100",75,14.96,33.702
"404978",11,20.52,33.801
"680181",69,13.97,33.313
"337914",200,8.66,33.829
"858091",14,16.254,33.5209
"550311",300,7.67,34.17
"375648",181,8.32,34.086
"471475",75,19.02,34.08
"835810",100,10.14,33.2422
"330888",150,9.24,33.488
"452575",700,5.35,34.408
"73395",125,12.12,33.142
"565572",10,16.13,33.475
"435986",250,8.61,33.757
"800475",520,5.85,34.299
"220623",80,10.04,33.1
"224470",50,18.38,34.634
"542900",500,5.79,34.261
"504071",53,12.45,33.508
"283845",352,7.28,34.29
"12463",600,5.8,34.337
"641160",100,12.91,33.268
"700655",150,9.35,33.655
"149859",69,13.09,33.67
"377814",75,12.64,33.133
"253823",50,15.48,33.414
"540636",30,13.5,33.522
"211221",500,7.27,34.544
"307854",356,7.32,34.24
"697266",125,12.27,33.527
"823607",30,15.57,33.394
"762684",150,9.16,33.753
"211182",100,12.81,34.289
"357395",150,9.03,33.814
"639295",48,12.07,33.639
"139237",75,14.01,33.41
"457207",150,7.52,34.008
"690438",50,12.45,33.487
"844658",31,13.932,33.5306
"263118",76,14.04,33.69
"64447",150,10.99,33.82
"63581",174,12.09,34.74
"784575",224,9.24,34.092
"23555",50,9.81,33.226
"12172",196,10.32,33.66
"241865",0,19.41,33.72
"451634",0,20.37,34.61
"360825",99,10.55,33.51
"41843",1024,3.96,34.49
"370447",31,13.82,33.618
"518077",500,6.66,34.325
"356971",400,7.77,34.355
"322005",101,9,33.98
"799144",30,15.51,33.381
"783984",144,10.72,33.619
"672907",250,8.48,34.195
"710789",104,15.23,33.421
"813288",85,11.61,33.073
"644061",125,9.18,33.984
"509084",20,14.23,33.58
"709664",10,15.78,33.436
"648201",10,18.64,33.592
"213469",343,7.07,34.3
"808916",20,18.38,33.505
"552960",50,16.52,33.319
"810742",10,15.28,33.154
"652292",300,7.54,34.142
"278669",0,14.32,33.33
"60695",50,10.87,33.31
"745010",500,6.47,34.299
"534771",450,5.36,34.045
"207947",125,13.25,34.424
"292113",250,11.11,34.657
"145508",499,6.91,34.46
"375756",3095,1.63,34.67
"646149",70,15.56,33.571
"564598",70,13.64,33.333
"541910",250,7.87,34.048
"853137",2,17.614,33.3483
"242252",68,15.02,33.66
"122475",30,15.42,33.448
"498962",0,16.11,33.6
"793453",10,12.61,33.064
"209482",125,9.1,33.874
"482939",50,13.09,33.34
"232413",125,9.56,33.87
"754688",10,13.44,33.433
"504536",900,4.15,34.47
"132699",439,6.57,34.23
"236881",237,10.26,34.33
"673485",26,15.84,33.032
"582200",30,18.17,33.53
"261869",89,15.47,33.99
"118389",184,10.6,34.52
"703223",444,6.38,34.241
"677464",436,6.7,34.212
"2754",125,8.35,33.87
"619722",81,15.81,33.532
"524738",38,17.86,33.88
"587829",31,12.39,33.47
"616418",200,8.66,33.955
"413782",10,17.12,33.79
"849424",30,16.724,33.3552
"644053",50,13.82,33.593
"649711",31,19.73,33.813
"247547",71,14.82,33.53
"162022",70,12.56,34.17
"238842",284,11.86,34.88
"241849",196,10.56,34.23
"845929",62,14.911,33.3312
"51476",267,7.14,34.13
"496469",800,4.95,34.42
"487576",350,7.46,34.25
"40009",1100,3.48,34.491
"464052",900,4.21,34.445
"283942",50,16.18,33.805
"584901",32,15.49,33.314
"7962",1100,3.77,34.477
"644988",200,8.55,33.939
"503717",100,9.37,33.513
"227679",93,14.16,34.7
"364441",150,11.47,34.226
"217779",420,6.82,34.33
"791480",10,16.21,33.074
"505623",250,8.97,34.37
"777130",375,6.78,34.186
"596081",11,13.49,33.105
"610132",80,11.1,32.883
"196525",30,13.27,33.485
"53502",50,11.03,33.273
"437034",500,6.01,34.34
"587498",0,15.01,33.371
"601970",63,13.43,33.293
"7173",400,7.7,34.369
"776061",250,8.38,34.021
"356954",61,15.02,33.624
"447757",300,8.66,34.293
"489572",500,6.93,34.387
"832474",444,6.574,34.2416
"810342",321,7.09,34.094
"742308",20,16.77,33.59
"790432",169,9.07,34.013
"804311",60,11.7,33.33
"491975",30,13.93,33.6
"757840",0,18.7,33.03
"280186",196,10.3,34.4
"448658",99,16.36,34.8
"612700",50,13.96,33.137
"708378",93,16.03,33.441
"459110",50,23.65,34.468
"341145",0,13.06,33.727
"594636",1,15.64,33.318
"557185",145,9.68,33.805
"841712",271,7.625,34.0592
"373303",250,8.99,33.913
"201679",200,11.64,33.612
"354228",74,12.49,33.205
"756808",300,8.61,34.255
"246422",150,11.48,34.435
"604097",51,14.16,33.425
"752201",73,13.97,33.143
"189889",50,14.98,33.499
"61917",900,4.15,34.406
"589861",119,8.64,34.073
"410771",500,6.08,34.33
"115457",900,4.27,34.453
"465931",150,9.42,34.23
"283872",200,9.37,34.188
"832682",320,7.223,34.1413
"337967",100,15.72,34.125
"124814",0,13.78,33.46
"818784",112,13.67,33.526
"289546",233,7.99,34.1
"215227",9,18.52,34.16
"276940",295,7.2,34.12
"172566",10,13.49,33.22
"29047",268,7.16,33.99
"98379",10,26.4,34.87
"187308",102,10.36,33.49
"822955",5,15.2,33.381
"450879",300,8.33,34.26
"448307",279,10.69,34.643
"639988",18,16.25,33.366
"499945",175,9.73,34.07
"802525",101,11.37,33.148
"596046",59,12.23,33.461
"442709",50,10.09,33.68
"249319",398,6.56,34.18
"585659",73,13.18,33.59
"481697",800,4.64,34.44
"479232",500,8.19,34.596
"56476",856,4.36,34.45
"562479",71,11.69,33.503
"40871",80,9.23,32.57
"108105",971,4.16,34.51
"5996",250,7.26,33.959
"216222",400,6.69,34.307
"633988",43,15.38,33.553
"163278",300,6.71,34.109
"647522",250,7.68,34.108
"545693",50,11.98,33.568
"18347",1217,3.01,34.4
"260109",70,13.04,33.19
"223949",50,19.44,35.024
"505330",900,4.4,34.49
"823169",300,7.34,34.148
"236521",400,6.33,34.136
"656549",61,12.93,32.965
"233369",75,15.09,34.88
"591239",60,11.71,33.578
"22126",74,10.5,33.55
"48351",1100,3.14,34.495
"672402",2,18.05,33.373
"149716",0,17.78,34.07
"142811",30,11.77,33.26
"144581",30,11.77,33.408
"542795",40,12.04,33.673
"234836",400,7.63,34.409
"819614",201,8.9,34.135
"279231",125,10.43,34.081
"631143",400,7.98,34.323
"183056",138,8.67,33.58
"456596",616,4.24,34.12
"38366",539,5.98,34.29
"461304",200,17.3,34.74
"604441",800,5.17,34.387
"102436",142,9.64,34.11
"275292",515,5.84,34.3
"487076",1000,4,34.47
"625796",75,12.01,33.323
"261678",10,28,34.837
"791408",268,7.93,34.209
"790534",269,8.3,33.997
"517340",261,8.78,34.119
"862755",112,12.822,33.2747
"646130",270,8.46,34.084
"468981",100,11.93,33.844
"93300",150,9.72,33.469
"460958",75,17.89,34.41
"677083",60,15.97,33.342
"576736",10,17.35,33.613
"589722",59,12.07,33.588
"46136",800,4.43,34.405
"301834",61,12.94,33.47
"702048",20,15.85,33.187
"279277",272,9.22,34.42
"670402",400,6.28,34.1
"561783",158,10.94,33.64
"368318",180,9.26,34.044
"268742",9,15.09,33.46
"317544",59,12.26,32.87
"225087",100,12.88,33.567
"313285",50,14.4,33.821
"144749",20,11.51,33.41
"365890",323,7.08,34.127
"770350",200,8.34,34.067
"131234",584,5.99,34.29
"658966",20,15.96,33.029
"378030",75,9.39,33.808
"405652",100,11.96,33.52
"312837",150,9.49,33.758
"822053",170,8.23,33.891
"114767",100,9.9,33.281
"247954",50,14.04,33.416
"5298",144,12.66,33.68
"572429",10,13.6,33.528
"363669",150,10.32,33.677
"208001",71,14.18,33.55
"578916",50,13.65,33.552
"864666",500,5.892,34.2291
"670949",30,14.17,33.217
"557848",451,5.88,34.16
"379993",38,16.8,33.752
"80855",1200,3.5,34.504
"146938",75,14.61,33.416
"155823",20,15.8,33.624
"462861",200,11.95,34.79
"240939",11,19.2,33.64
"361669",100,9.38,33.714
"777556",378,6.59,34.16
"65221",25,19.68,33.57
"158570",150,8.48,33.954
"160089",20,14.27,33.561
"74255",600,5.28,34.369
"762559",250,7.97,34.159
"729108",437,5.56,34.135
"850933",515,5.761,34.2051
"489054",1068,3.73,34.469
"861974",250,8.249,33.9996
"591905",94,13.07,33.202
"657803",42,12.38,33.55
"160497",101,11.81,33.62
"26262",630,5.54,34.37
"581278",217,9.52,34.24
"341782",39,16.68,33.562
"453889",298,7.09,34.092
"187289",509,6.14,34.3
"773535",30,16.92,33.23
"663807",521,5.41,34.197
"693420",1,17.32,33.517
"796397",400,6.71,34.278
"27933",50,12.88,33.37
"477871",100,17.38,35.053
"566448",148,10.87,33.601
"39465",54,13.12,33.25
"812744",200,8.63,33.964
"421561",329,7.51,34.24
"808998",231,8.42,34.041
"2528",9,9.34,32.57
"20851",1300,2.92,34.437
"699270",250,7.44,34.002
"345155",486,5.82,34.156
"448655",69,19.49,35.01
"14379",150,7.63,33.194
"383093",200,10.33,33.84
"756652",250,9.05,34.25
"576328",482,5.66,34.123
"750611",30,14.55,33.219
"124386",900,4.41,34.437
"376724",50,10.04,33.951
"513675",400,7.25,34.24
"264395",50,15.24,33.329
"340329",30,13.87,33.425
"288229",200,8.08,34.008
"212138",50,12.51,33.849
"4327",1200,3.53,34.58
"857004",2,14.835,33.5707
"533023",400,6.59,34.184
"116913",30,13.05,33.286
"371909",85,12.17,33.409
"439342",50,11.52,33.28
"642499",125,9.73,33.888
"257308",132,9.53,33.49
"585230",158,10.94,33.706
"293650",206,7.8,34.02
"585023",146,10.5,33.808
"330156",67,11.72,33.504
"840326",60,10.956,33.4874
"853969",515,6.355,34.314
"702566",500,6.17,34.299
"56512",974,4.08,34.45
"737855",20,12.67,33.031
"249821",75,15.65,33.454
"284363",111,9.9,33.68
"190562",0,14.17,33.43
"247221",162,9.89,33.86
"747123",500,5.66,34.237
"212583",128,10.5,34.18
"3253",1100,3.43,34.45
"306670",0,11.81,33.3
"814140",270,7.84,33.984
"409197",75,14.28,33.35
"223803",600,6.39,34.52
"406465",56,14.32,33.324
"353859",20,18.1,33.259
"700154",119,9.31,33.824
"38785",500,5.78,34.295
"808591",2,16.41,33.196
"56007",54,14.66,33.17
"738503",400,6.42,34.17
"309730",200,8.2,34.04
"243982",104,9.08,33.44
"812157",10,14.36,33.009
"421220",20,13.5,32.99
"864039",352,7.674,34.2104
"51886",600,4.53,34.168
"721290",100,12.14,33.542
"118475",500,6.98,34.415
"805382",86,10.43,33.256
"836541",0,13.391,33.4506
"350774",0,17.44,33.845
"661808",31,16.94,33.441
"241732",100,11.35,33.652
"265945",30,15.33,33.439
"635833",20,12.13,33.161
"302815",278,10.88,34.75
"321878",53,12.42,33.51
"376627",0,11.8,33.946
"660295",70,12.88,33.279
"470430",250,6.18,33.88
"146975",98,11.64,33.16
"335953",29,17.61,33.78
"774962",10,15.37,33.37
"101343",1000,3.82,34.52
"536061",378,6.89,34.242
"494811",150,8.81,33.98
"298300",41,14.3,33.53
"664432",200,8.73,33.75
"430475",125,8.86,33.86
"42623",43,11.8,33.64
"614444",300,6.87,34.074
"844516",86,14.011,33.1106
"593218",79,11.34,33.595
"638801",294,7.18,34.238
"846684",75,11.417,33.1562
"6289",7,9.78,32.59
"101224",0,25.53,34.7
"479725",467,4.77,34.068
"797334",51,12.7,32.917
"388836",125,12.1,33.77
"250608",549,5.58,34.22
"203884",100,18.18,34.109
"845166",85,13.025,33.1584
"612953",325,6.27,34.061
"198936",158,7.7,33.8
"764801",100,9.31,34.042
"207476",50,11.27,33.436
"329899",204,8.98,34.1
"490679",0,14.89,33.54
"299028",150,10.22,33.572
"841243",120,9.358,33.803
"22409",290,9.2,34.39
"763554",150,8.91,33.8
"350750",500,6.63,34.411
"552183",300,6.8,34.075
"237583",500,5.43,34.242
"474836",75,16.81,35.51
"646083",70,14.97,33.51
"14816",20,15.99,32.597
"861583",17,16.586,32.8889
"123469",394,8.59,34.57
"793680",48,12.61,33.491
"56096",1001,3.76,34.47
"154836",600,5.8,34.402
"151461",30,13.51,33.454
"546868",0,15.73,33.447
"137868",75,15.25,33.307
"502938",225,7.93,34.15
"853327",5,20.774,33.4505
"331705",61,13.68,33.546
